date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,193,Deccan Chargers,4,0,0,0,0,0,,,,,,,6,4,0,1,1,1,0,4,4,1,,,,,,7,12,0,1,1,1,0,1,1,,,,,,,6,5,0,0,1,1,1,0,4,4,0,,,,,8,11,1,0,1,0,0,0,2,,,,,,,6,3,0,0,0,4,1,4,1,,,,,,,6,10,0
2012-04-08,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,1,0,0,0,0,,,,,,,6,1,0,0,0,0,2,1,0,,,,,,,6,3,1,1,6,0,0,4,0,,,,,,,6,11,0,1,0,0,1,4,0,1,,,,,,7,7,0,0,0,0,0,6,1,,,,,,,6,7,0,1,1,1,4,1,0,,,,,,,6,8,0
2012-04-08,Sawai Mansingh Stadium,2,164,Kolkata Knight Riders,0,1,1,1,0,1,0,,,,,,7,4,0,1,1,0,2,0,0,,,,,,,6,4,2,0,1,0,1,0,0,,,,,,,6,2,1,0,1,1,1,0,0,,,,,,,6,3,0,1,2,0,0,6,1,,,,,,,6,10,0,1,1,0,0,1,1,0,,,,,,7,4,1
2012-04-08,Subrata Roy Sahara Stadium,1,,Pune Warriors,1,4,0,0,4,1,,,,,,,6,10,0,4,0,0,0,0,1,,,,,,,6,5,0,0,1,0,3,1,1,,,,,,,6,6,0,1,1,1,2,2,0,,,,,,,6,7,1,2,1,0,1,0,0,4,,,,,,7,8,1,1,0,0,1,0,0,,,,,,,6,2,0
2012-04-08,Subrata Roy Sahara Stadium,2,166,Kings XI Punjab,1,0,0,0,1,1,,,,,,,6,3,0,0,4,0,0,0,0,,,,,,,6,4,0,0,0,0,1,0,1,,,,,,,6,2,1,0,0,1,0,1,0,,,,,,,6,2,1,0,1,0,0,0,1,,,,,,,6,2,0,0,1,0,0,4,1,,,,,,,6,6,0
2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,,Deccan Chargers,0,0,1,0,0,1,,,,,,,6,2,0,4,1,0,0,0,0,,,,,,,6,5,1,0,1,0,0,1,0,,,,,,,6,2,0,0,0,0,6,2,1,,,,,,,6,9,1,1,0,0,1,6,1,,,,,,,6,9,0,6,1,1,4,0,6,,,,,,,6,18,0
2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,138,Mumbai Indians,0,0,0,1,1,0,,,,,,,6,2,0,1,4,0,0,0,1,,,,,,,6,6,1,0,0,0,0,1,1,,,,,,,6,2,0,0,0,0,0,0,0,,,,,,,6,0,1,0,1,0,0,4,0,,,,,,,6,5,0,4,0,1,2,1,6,,,,,,,6,14,0
2012-04-10,M Chinnaswamy Stadium,1,,Kolkata Knight Riders,0,0,0,0,4,0,,,,,,,6,4,0,1,0,0,3,0,4,,,,,,,6,8,0,4,0,4,0,0,0,,,,,,,6,8,0,4,0,4,6,1,0,,,,,,,6,15,0,4,4,1,1,1,1,,,,,,,6,12,0,6,1,0,1,1,4,,,,,,,6,13,0
2012-04-10,M Chinnaswamy Stadium,2,165,Royal Challengers Bangalore,0,0,6,0,0,0,,,,,,,6,6,0,1,0,0,0,0,0,,,,,,,6,1,1,0,0,0,1,0,0,,,,,,,6,1,0,0,0,0,1,1,4,,,,,,,6,6,1,4,0,1,0,0,1,,,,,,,6,6,0,0,0,0,0,0,0,,,,,,,6,0,1
2012-04-10,Feroz Shah Kotla,1,,Chennai Super Kings,0,0,0,4,0,0,,,,,,,6,4,1,0,0,1,1,1,1,4,,,,,,7,8,0,1,4,1,6,1,1,,,,,,,6,14,0,0,1,0,0,0,0,1,0,,,,,8,2,1,0,1,0,0,6,0,0,,,,,,7,7,0,0,0,4,0,0,2,,,,,,,6,6,0
2012-04-10,Feroz Shah Kotla,2,110,Delhi Daredevils,4,4,4,0,0,0,,,,,,,6,12,0,4,0,1,0,1,1,,,,,,,6,7,0,0,4,6,0,0,2,,,,,,,6,12,0,0,0,0,1,0,1,,,,,,,6,2,1,4,0,1,1,4,1,,,,,,,6,11,0,1,1,1,1,2,0,,,,,,,6,6,1
2012-04-11,Wankhede Stadium,1,,Mumbai Indians,0,0,1,0,1,0,,,,,,,6,2,0,0,0,1,0,1,1,,,,,,,6,3,0,6,1,4,4,0,6,,,,,,,6,21,0,1,1,0,4,1,0,,,,,,,6,7,1,2,4,1,0,0,4,,,,,,,6,11,0,0,2,0,6,1,1,,,,,,,6,10,0
2012-04-11,Wankhede Stadium,2,197,Rajasthan Royals,2,1,4,0,0,0,,,,,,,6,7,0,0,0,0,0,1,1,,,,,,,6,2,2,0,0,0,2,1,0,,,,,,,6,3,0,0,4,0,6,0,1,,,,,,,6,11,0,1,0,3,1,6,1,,,,,,,6,12,0,1,0,1,6,0,1,,,,,,,6,9,0
2012-04-12,"Punjab Cricket Association Stadium, Mohali",1,,Pune Warriors,0,0,0,1,0,4,,,,,,,6,5,0,0,0,0,1,1,1,,,,,,,6,3,0,4,1,0,0,1,0,4,,,,,,7,10,1,1,4,1,0,1,2,,,,,,,6,9,0,0,0,0,1,0,0,0,,,,,,7,1,0,0,0,1,0,0,0,,,,,,,6,1,2
2012-04-12,"Punjab Cricket Association Stadium, Mohali",2,115,Kings XI Punjab,0,1,1,0,4,1,,,,,,,6,7,1,0,0,4,1,0,1,,,,,,,6,6,0,1,0,0,0,0,0,,,,,,,6,1,0,1,0,1,0,4,0,,,,,,,6,6,0,0,4,0,0,0,4,,,,,,,6,8,0,0,4,4,0,0,2,,,,,,,6,10,0
2012-04-13,Eden Gardens,1,,Rajasthan Royals,0,4,0,0,0,0,,,,,,,6,4,0,0,4,1,0,1,1,,,,,,,6,7,0,0,0,1,4,0,0,,,,,,,6,5,0,0,1,0,4,1,1,,,,,,,6,7,0,1,0,1,4,4,0,,,,,,,6,10,0,0,4,1,1,4,2,,,,,,,6,12,0
2012-04-13,Eden Gardens,2,131,Kolkata Knight Riders,0,1,1,0,4,0,4,,,,,,7,10,0,0,1,1,1,0,0,,,,,,,6,3,0,4,0,0,0,1,0,,,,,,,6,5,0,1,1,1,0,1,0,,,,,,,6,4,1,1,0,1,1,0,1,0,,,,,,7,4,0,4,1,0,4,1,0,,,,,,,6,10,0
2012-04-14,Subrata Roy Sahara Stadium,1,,Chennai Super Kings,0,0,0,0,1,0,,,,,,,6,1,0,0,6,0,0,1,0,,,,,,,6,7,0,0,1,0,0,2,2,,,,,,,6,5,0,4,4,0,6,4,0,,,,,,,6,18,0,1,0,1,1,4,1,,,,,,,6,8,0,0,1,1,0,1,1,,,,,,,6,4,0
2012-04-14,Subrata Roy Sahara Stadium,2,155,Pune Warriors,1,0,1,0,2,0,2,,,,,,7,6,0,0,6,1,1,2,0,,,,,,,6,10,0,2,0,4,4,4,1,,,,,,,6,15,1,4,1,4,0,1,1,1,,,,,,7,12,0,1,0,1,1,1,1,,,,,,,6,5,0,2,0,1,4,0,1,,,,,,,6,8,0
2012-04-15,M Chinnaswamy Stadium,1,,Rajasthan Royals,0,0,2,0,0,0,,,,,,,6,2,0,4,0,0,4,1,0,,,,,,,6,9,0,0,0,0,0,0,0,,,,,,,6,0,0,4,0,1,6,4,0,,,,,,,6,15,0,0,0,0,1,6,1,,,,,,,6,8,0,1,4,1,1,1,1,,,,,,,6,9,0
2012-04-15,M Chinnaswamy Stadium,2,195,Royal Challengers Bangalore,6,0,0,1,0,0,,,,,,,6,7,0,0,4,0,0,0,0,,,,,,,6,4,0,1,0,0,6,4,6,,,,,,,6,17,0,0,6,1,2,1,0,,,,,,,6,10,0,0,0,4,0,0,0,,,,,,,6,4,2,0,0,2,4,2,4,,,,,,,6,12,0
2012-04-15,Eden Gardens,1,,Kings XI Punjab,0,1,0,4,1,1,,,,,,,6,7,0,1,0,1,0,1,4,,,,,,,6,7,0,0,1,0,1,0,1,0,,,,,,7,3,1,0,1,1,1,0,1,,,,,,,6,4,0,0,0,1,0,1,1,,,,,,,6,3,1,0,0,1,0,0,1,,,,,,,6,2,0
2012-04-15,Eden Gardens,2,134,Kolkata Knight Riders,1,0,0,1,0,0,,,,,,,6,2,0,4,4,2,1,0,0,,,,,,,6,11,1,4,0,4,1,0,0,,,,,,,6,9,0,1,6,1,0,1,2,,,,,,,6,11,1,1,1,1,0,1,2,1,1,,,,,8,8,0,4,2,1,0,0,0,,,,,,,6,7,0
2012-04-16,Wankhede Stadium,1,,Mumbai Indians,1,0,0,0,0,1,,,,,,,6,2,0,0,0,0,0,0,1,,,,,,,6,1,1,1,0,1,0,0,0,,,,,,,6,2,0,0,1,1,0,0,0,,,,,,,6,2,1,0,4,4,1,0,0,,,,,,,6,9,0,0,0,1,0,1,1,4,,,,,,7,7,0
2012-04-16,Wankhede Stadium,2,92,Delhi Daredevils,0,0,1,6,0,1,,,,,,,6,8,0,1,0,0,1,1,1,1,1,0,,,,9,6,0,0,4,0,0,0,0,,,,,,,6,4,0,4,0,0,0,0,0,,,,,,,6,4,0,0,1,0,4,3,4,,,,,,,6,12,0,0,2,4,0,1,0,,,,,,,6,7,1
2012-04-17,Sawai Mansingh Stadium,1,,Deccan Chargers,4,0,1,0,0,4,,,,,,,6,9,0,1,1,0,1,0,0,4,,,,,,7,7,0,4,1,0,1,4,0,,,,,,,6,10,0,5,0,1,1,4,0,1,1,0,,,,9,13,0,1,2,1,1,4,1,,,,,,,6,10,0,0,1,1,4,1,1,,,,,,,6,8,0
2012-04-17,Sawai Mansingh Stadium,2,196,Rajasthan Royals,0,2,1,0,1,1,,,,,,,6,5,0,4,0,0,4,0,4,,,,,,,6,12,0,4,1,1,0,1,1,,,,,,,6,8,0,0,4,1,4,4,1,,,,,,,6,14,0,1,0,4,1,4,1,0,,,,,,7,11,0,1,0,6,0,4,1,0,0,,,,,8,12,1
2012-04-17,M Chinnaswamy Stadium,1,,Pune Warriors,1,0,1,1,0,1,1,,,,,,7,5,0,1,0,6,4,1,1,,,,,,,6,13,0,2,4,1,1,4,0,,,,,,,6,12,0,0,0,4,1,1,1,0,,,,,,7,7,0,6,0,4,0,0,1,,,,,,,6,11,0,1,0,4,1,0,4,,,,,,,6,10,0
2012-04-17,M Chinnaswamy Stadium,2,182,Royal Challengers Bangalore,0,1,1,0,0,1,,,,,,,6,3,0,1,0,0,0,0,0,,,,,,,6,1,0,1,1,1,0,2,1,1,0,6,,,,9,13,1,1,0,1,4,6,6,,,,,,,6,18,0,1,0,0,4,0,0,,,,,,,6,5,0,0,0,1,0,1,0,,,,,,,6,2,1
2012-04-18,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,1,0,1,0,1,1,4,,,,,,7,8,0,1,1,2,1,1,1,,,,,,,6,7,0,4,2,0,1,2,0,,,,,,,6,9,1,2,0,0,1,1,1,,,,,,,6,5,0,0,0,0,4,1,0,,,,,,,6,5,0,4,0,1,4,1,1,,,,,,,6,11,0
2012-04-18,"Punjab Cricket Association Stadium, Mohali",2,124,Kolkata Knight Riders,1,0,1,4,4,0,,,,,,,6,10,0,0,1,4,0,1,2,,,,,,,6,8,0,0,0,0,0,0,0,,,,,,,6,0,0,2,1,1,6,0,4,,,,,,,6,14,0,1,4,2,4,2,2,,,,,,,6,15,0,1,4,1,0,0,0,,,,,,,6,6,1
2012-04-19,Feroz Shah Kotla,1,,Deccan Chargers,0,0,0,0,1,1,,,,,,,6,2,0,0,0,0,4,3,0,,,,,,,6,7,0,1,0,0,0,1,1,,,,,,,6,3,1,1,1,0,4,4,4,,,,,,,6,14,0,2,1,1,4,1,0,,,,,,,6,9,0,6,1,4,2,1,1,,,,,,,6,15,0
2012-04-19,Feroz Shah Kotla,2,157,Delhi Daredevils,0,1,1,0,0,0,,,,,,,6,2,1,0,0,4,0,0,1,,,,,,,6,5,0,0,0,0,1,4,2,,,,,,,6,7,0,1,0,0,4,1,0,,,,,,,6,6,1,1,1,1,0,4,0,0,,,,,,7,7,1,4,0,1,1,0,1,,,,,,,6,7,0
2012-04-19,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,1,0,4,1,0,,,,,,,6,6,0,0,0,0,0,1,1,,,,,,,6,2,0,1,0,0,0,0,0,,,,,,,6,1,0,0,2,0,2,0,4,,,,,,,6,8,0,4,4,1,1,1,0,,,,,,,6,11,0,0,1,6,0,4,2,1,,,,,,7,14,0
2012-04-19,"MA Chidambaram Stadium, Chepauk",2,164,Pune Warriors,0,4,1,4,0,0,,,,,,,6,9,0,4,0,0,2,0,0,,,,,,,6,6,1,0,0,1,2,0,4,,,,,,,6,7,0,0,4,0,0,0,0,,,,,,,6,4,1,0,0,0,1,2,6,,,,,,,6,9,0,0,4,1,5,4,4,,,,,,,6,18,0
2012-04-20,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,2,0,0,0,1,0,,,,,,,6,3,0,2,4,1,0,0,0,,,,,,,6,7,0,0,2,2,0,1,0,,,,,,,6,5,1,0,0,4,1,0,0,,,,,,,6,5,0,1,2,4,0,0,0,,,,,,,6,7,1,1,4,4,0,1,4,,,,,,,6,14,0
2012-04-20,"Punjab Cricket Association Stadium, Mohali",2,163,Royal Challengers Bangalore,0,1,0,0,0,1,1,,,,,,7,3,0,1,0,4,0,0,0,,,,,,,6,5,2,1,0,4,4,0,0,0,,,,,,7,9,0,0,1,0,0,0,0,,,,,,,6,1,0,1,1,0,1,3,1,,,,,,,6,7,0,0,0,3,4,4,0,,,,,,,6,11,1
2012-04-21,"MA Chidambaram Stadium, Chepauk",1,,Rajasthan Royals,0,0,0,0,1,4,,,,,,,6,5,0,1,1,0,1,4,1,0,,,,,,7,8,0,0,4,2,0,0,0,,,,,,,6,6,0,4,4,1,0,0,6,,,,,,,6,15,0,0,1,1,0,0,0,,,,,,,6,2,1,4,0,0,0,1,0,,,,,,,6,5,0
2012-04-21,"MA Chidambaram Stadium, Chepauk",2,146,Chennai Super Kings,0,0,0,0,1,1,,,,,,,6,2,0,4,4,0,4,0,0,,,,,,,6,12,0,2,4,0,1,1,1,,,,,,,6,9,0,1,2,1,0,0,2,,,,,,,6,6,0,1,1,4,4,1,0,,,,,,,6,11,0,4,0,1,0,0,0,,,,,,,6,5,0
2012-04-21,Feroz Shah Kotla,1,,Pune Warriors,0,0,0,0,0,0,,,,,,,6,0,0,0,0,1,0,1,1,,,,,,,6,3,0,0,1,4,4,1,1,,,,,,,6,11,0,6,4,1,1,0,0,1,,,,,,7,13,1,0,0,0,0,1,6,,,,,,,6,7,0,4,1,5,2,4,1,1,,,,,,7,18,0
2012-04-21,Feroz Shah Kotla,2,192,Delhi Daredevils,1,0,0,4,0,0,,,,,,,6,5,0,0,1,1,0,4,1,,,,,,,6,7,0,0,0,2,0,0,0,,,,,,,6,2,1,1,0,1,0,0,0,,,,,,,6,2,0,0,1,6,4,1,1,,,,,,,6,13,0,1,1,6,0,6,6,,,,,,,6,20,0
2012-04-22,Wankhede Stadium,1,,Mumbai Indians,0,0,0,0,0,0,,,,,,,6,0,0,0,1,1,0,0,1,,,,,,,6,3,0,0,4,1,0,1,2,,,,,,,6,8,0,0,1,1,4,4,1,,,,,,,6,11,0,1,0,1,0,4,0,,,,,,,6,6,0,0,1,1,4,4,1,0,,,,,,7,11,0
2012-04-22,Wankhede Stadium,2,163,Kings XI Punjab,1,4,0,4,1,0,,,,,,,6,10,0,0,1,0,1,0,4,,,,,,,6,6,0,4,0,4,0,2,0,,,,,,,6,10,0,0,1,0,4,0,1,,,,,,,6,6,0,4,1,1,2,1,1,,,,,,,6,10,0,1,0,0,4,0,1,,,,,,,6,6,0
2012-04-22,Barabati Stadium,1,,Deccan Chargers,1,1,1,1,1,1,,,,,,,6,6,0,0,0,0,0,1,1,,,,,,,6,2,0,1,0,6,1,4,1,,,,,,,6,13,0,1,4,0,4,0,0,,,,,,,6,9,0,0,0,1,0,4,0,,,,,,,6,5,0,1,1,0,0,0,2,,,,,,,6,4,1
2012-04-22,Barabati Stadium,2,126,Kolkata Knight Riders,1,0,0,0,4,0,,,,,,,6,5,0,2,0,0,1,0,1,,,,,,,6,4,0,1,4,0,2,0,1,0,,,,,,7,8,1,0,4,0,4,0,1,0,,,,,,7,9,0,0,0,1,1,4,0,,,,,,,6,6,0,4,0,1,4,1,0,,,,,,,6,10,0
2012-04-23,Sawai Mansingh Stadium,1,,Royal Challengers Bangalore,0,1,0,1,2,1,,,,,,,6,5,0,0,4,0,0,4,2,,,,,,,6,10,0,0,4,1,1,1,1,,,,,,,6,8,0,0,0,0,0,1,1,,,,,,,6,2,1,0,0,1,1,0,0,,,,,,,6,2,0,1,1,0,4,0,4,,,,,,,6,10,0
2012-04-23,Sawai Mansingh Stadium,2,189,Rajasthan Royals,0,1,0,4,1,0,1,1,,,,,8,8,0,1,4,0,0,0,5,,,,,,,6,10,0,1,0,1,4,0,1,,,,,,,6,7,0,1,1,2,1,1,0,,,,,,,6,6,0,0,0,1,1,1,1,,,,,,,6,4,0,4,4,1,4,0,0,,,,,,,6,13,0
2012-04-24,Subrata Roy Sahara Stadium,1,,Pune Warriors,0,0,0,1,0,0,,,,,,,6,1,1,0,0,0,0,0,1,,,,,,,6,1,1,0,0,1,0,4,0,,,,,,,6,5,0,0,1,1,1,4,0,,,,,,,6,7,0,0,0,0,2,1,1,,,,,,,6,4,0,6,0,1,1,1,1,,,,,,,6,10,0
2012-04-24,Subrata Roy Sahara Stadium,2,146,Delhi Daredevils,0,1,1,1,4,0,1,,,,,,7,8,0,1,1,0,0,4,1,,,,,,,6,7,0,0,4,2,1,0,0,,,,,,,6,7,1,4,2,1,0,1,4,,,,,,,6,12,0,1,4,6,1,0,0,,,,,,,6,12,0,4,0,0,1,4,6,,,,,,,6,15,0
2012-04-25,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,0,0,1,1,1,0,,,,,,,6,3,0,4,0,0,1,1,0,,,,,,,6,6,0,4,0,4,2,0,4,,,,,,,6,14,0,0,1,0,1,0,1,,,,,,,6,3,0,2,1,0,4,1,1,0,,,,,,7,9,0,0,0,4,1,4,0,,,,,,,6,9,1
2012-04-25,"Punjab Cricket Association Stadium, Mohali",2,168,Mumbai Indians,1,2,0,0,1,0,,,,,,,6,4,0,1,1,4,1,0,1,,,,,,,6,8,0,4,1,1,1,0,0,,,,,,,6,7,0,0,1,1,1,0,4,,,,,,,6,7,0,1,0,0,1,0,1,,,,,,,6,3,0,1,1,2,1,0,4,2,,,,,,7,11,0
2012-04-26,Subrata Roy Sahara Stadium,1,,Deccan Chargers,0,4,4,3,4,1,,,,,,,6,16,0,1,1,0,1,0,1,,,,,,,6,4,0,1,0,1,1,0,6,,,,,,,6,9,0,1,1,1,1,6,0,,,,,,,6,10,1,4,1,0,0,4,0,,,,,,,6,9,0,0,1,0,0,1,0,,,,,,,6,2,1
2012-04-26,Subrata Roy Sahara Stadium,2,177,Pune Warriors,0,1,1,0,0,1,,,,,,,6,3,0,1,1,1,1,4,0,,,,,,,6,8,0,4,0,0,0,4,0,,,,,,,6,8,1,0,6,0,1,2,1,1,,,,,,7,11,0,1,0,0,0,1,1,6,,,,,,7,9,0,4,0,0,0,1,0,,,,,,,6,5,1
2012-04-27,Feroz Shah Kotla,1,,Delhi Daredevils,1,0,0,0,0,0,,,,,,,6,1,0,0,1,1,0,1,4,,,,,,,6,7,0,4,4,0,2,4,1,,,,,,,6,15,0,1,1,0,4,1,4,,,,,,,6,11,0,1,1,4,0,0,0,,,,,,,6,6,0,1,0,1,4,6,2,0,,,,,,7,14,0
2012-04-27,Feroz Shah Kotla,2,207,Mumbai Indians,0,0,0,6,0,4,,,,,,,6,10,1,0,0,1,1,6,0,,,,,,,6,8,0,1,0,0,0,0,0,,,,,,,6,1,1,0,0,1,1,4,4,1,,,,,,7,11,1,0,1,0,4,1,0,,,,,,,6,6,0,1,4,0,4,4,0,,,,,,,6,13,0
2012-04-28,Eden Gardens,1,,Kolkata Knight Riders,4,0,0,2,1,4,,,,,,,6,11,0,0,0,0,1,1,0,,,,,,,6,2,0,4,4,1,0,0,1,0,,,,,,7,10,0,1,1,0,4,1,1,2,0,,,,,8,10,0,0,1,4,0,0,2,,,,,,,6,7,0,0,0,1,4,1,0,,,,,,,6,6,0
2012-04-28,Eden Gardens,2,190,Royal Challengers Bangalore,0,1,0,0,1,0,,,,,,,6,2,1,0,1,0,1,1,0,4,,,,,,7,7,0,0,4,1,6,0,2,,,,,,,6,13,0,0,0,4,0,4,1,,,,,,,6,9,0,0,0,0,0,0,1,,,,,,,6,1,0,2,0,0,0,1,0,,,,,,,6,3,2
2012-04-28,"MA Chidambaram Stadium, Chepauk",1,,Kings XI Punjab,1,1,0,4,0,1,1,0,1,,,,9,9,0,4,0,1,4,2,0,,,,,,,6,11,0,2,0,1,1,0,1,0,,,,,,7,5,0,4,0,0,1,0,0,,,,,,,6,5,0,1,1,0,6,0,0,,,,,,,6,8,0,0,0,1,4,0,0,,,,,,,6,5,0
2012-04-28,"MA Chidambaram Stadium, Chepauk",2,156,Chennai Super Kings,0,0,0,1,1,0,,,,,,,6,2,0,0,2,0,0,0,4,,,,,,,6,6,0,1,0,4,1,0,6,,,,,,,6,12,0,1,0,0,4,6,0,,,,,,,6,11,0,4,1,4,0,4,1,,,,,,,6,14,0,0,2,0,0,1,0,,,,,,,6,3,1
2012-04-29,Feroz Shah Kotla,1,,Delhi Daredevils,4,1,0,0,0,2,,,,,,,6,7,0,1,4,0,1,0,0,,,,,,,6,6,1,4,0,0,1,1,0,,,,,,,6,6,1,0,0,4,1,0,0,,,,,,,6,5,0,1,1,1,1,1,2,4,,,,,,7,11,0,0,0,0,1,6,0,,,,,,,6,7,0
2012-04-29,Feroz Shah Kotla,2,152,Rajasthan Royals,1,4,0,0,1,0,,,,,,,6,6,0,0,0,2,1,4,1,,,,,,,6,8,0,0,0,0,4,4,0,,,,,,,6,8,0,1,1,0,0,0,0,,,,,,,6,2,0,1,4,0,0,0,0,1,,,,,,7,6,0,1,4,0,0,1,4,,,,,,,6,10,0
2012-04-29,Wankhede Stadium,1,,Deccan Chargers,2,0,0,1,0,0,,,,,,,6,3,0,0,2,6,0,0,1,,,,,,,6,9,0,2,4,0,1,0,1,,,,,,,6,8,0,4,2,0,2,1,0,,,,,,,6,9,0,4,1,1,0,0,1,,,,,,,6,7,0,1,0,0,1,0,0,,,,,,,6,2,1
2012-04-29,Wankhede Stadium,2,100,Mumbai Indians,0,1,0,0,0,0,0,,,,,,7,1,1,0,1,0,3,0,0,2,,,,,,7,6,0,1,0,0,0,0,1,,,,,,,6,2,0,4,1,0,1,4,0,,,,,,,6,10,0,0,1,2,4,0,1,0,,,,,,7,8,0,1,0,1,2,0,0,,,,,,,6,4,1
2012-04-30,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,2,0,1,0,0,1,,,,,,,6,4,0,0,0,1,0,0,0,,,,,,,6,1,1,4,1,3,0,1,0,1,,,,,,7,10,0,0,0,2,1,6,2,,,,,,,6,11,0,0,1,1,0,4,0,,,,,,,6,6,1,0,0,4,1,0,6,,,,,,,6,11,0
2012-04-30,"MA Chidambaram Stadium, Chepauk",2,139,Kolkata Knight Riders,4,0,1,1,1,0,,,,,,,6,7,0,0,0,1,1,4,1,0,,,,,,7,7,0,0,0,0,0,0,1,0,,,,,,7,1,1,0,1,0,4,0,1,0,,,,,,7,6,0,1,6,0,1,1,1,,,,,,,6,10,0,1,0,1,1,1,0,1,1,0,,,,9,6,0
2012-05-01,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,1,0,4,0,0,,,,,,,6,5,0,1,1,4,0,1,0,4,,,,,,7,11,0,4,4,1,4,1,4,,,,,,,6,18,0,0,1,2,0,1,0,,,,,,,6,4,0,1,1,1,4,1,4,,,,,,,6,12,0,1,4,0,0,0,1,,,,,,,6,6,0
2012-05-01,Sawai Mansingh Stadium,2,141,Delhi Daredevils,0,0,0,0,1,0,,,,,,,6,1,1,4,0,0,1,4,4,,,,,,,6,13,0,1,4,4,4,1,0,,,,,,,6,14,0,1,0,1,4,1,0,,,,,,,6,7,0,0,4,2,4,2,4,,,,,,,6,16,0,1,4,1,0,4,0,,,,,,,6,10,0
2012-05-01,Barabati Stadium,1,,Deccan Chargers,0,2,0,1,0,1,,,,,,,6,4,1,0,0,0,0,0,0,,,,,,,6,0,0,1,0,4,0,4,1,,,,,,,6,10,0,1,4,1,1,0,0,,,,,,,6,7,0,0,1,1,0,1,2,,,,,,,6,5,1,0,0,2,0,1,4,,,,,,,6,7,0
2012-05-01,Barabati Stadium,2,186,Pune Warriors,0,0,1,1,1,0,,,,,,,6,3,1,0,1,4,1,0,2,,,,,,,6,8,0,4,0,2,4,0,0,,,,,,,6,10,0,0,0,0,4,4,0,,,,,,,6,8,0,0,0,1,0,0,1,,,,,,,6,2,0,4,1,0,4,4,4,,,,,,,6,17,0
2012-05-02,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,0,0,0,1,,,,,,,6,1,0,6,0,0,0,1,0,,,,,,,6,7,1,1,0,0,1,0,0,,,,,,,6,2,0,0,1,1,4,4,4,,,,,,,6,14,0,0,0,0,0,0,1,,,,,,,6,1,0,4,1,0,1,1,1,,,,,,,6,8,0
2012-05-02,M Chinnaswamy Stadium,2,158,Kings XI Punjab,2,1,0,4,0,0,4,,,,,,7,11,0,1,1,4,0,0,0,,,,,,,6,6,0,4,0,0,6,0,0,,,,,,,6,10,0,1,0,4,1,1,1,,,,,,,6,8,0,1,1,1,0,2,4,,,,,,,6,9,1,0,4,2,2,1,0,,,,,,,6,9,0
2012-05-03,Subrata Roy Sahara Stadium,1,,Mumbai Indians,0,2,1,0,1,0,,,,,,,6,4,0,0,0,0,0,0,0,,,,,,,6,0,0,0,1,1,0,0,1,4,,,,,,7,7,0,0,4,4,4,0,1,,,,,,,6,13,0,1,1,0,1,0,1,,,,,,,6,4,0,0,6,0,4,4,0,,,,,,,6,14,0
2012-05-03,Subrata Roy Sahara Stadium,2,120,Pune Warriors,1,0,0,0,0,4,1,,,,,,7,6,0,0,0,6,0,1,0,,,,,,,6,7,0,0,0,0,2,0,4,,,,,,,6,6,0,0,1,0,0,0,0,,,,,,,6,1,1,0,1,4,4,1,1,,,,,,,6,11,0,0,0,4,1,1,0,,,,,,,6,6,0
2012-05-04,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,1,0,4,1,0,,,,,,,6,6,0,2,0,0,0,0,3,,,,,,,6,5,0,4,0,0,0,1,1,,,,,,,6,6,1,4,1,0,0,4,0,,,,,,,6,9,0,3,4,1,1,6,6,,,,,,,6,21,0,0,2,1,4,1,0,1,,,,,,7,9,0
2012-05-04,"MA Chidambaram Stadium, Chepauk",2,160,Deccan Chargers,0,1,0,0,3,0,,,,,,,6,4,0,4,1,0,0,0,0,,,,,,,6,5,1,1,1,0,2,4,0,,,,,,,6,8,0,1,1,1,1,1,3,,,,,,,6,8,0,4,1,4,1,1,4,,,,,,,6,15,0,0,1,0,4,1,1,,,,,,,6,7,0
